ID,Text,Label,Vulnerability Type,Timestamp
6290,Malicious script execution attempt detected on /admin panel,1,SQL Injection,2024-10-13 10:05:00
6291,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,ARP Spoofing,2024-10-13 10:10:00
6292,Data leakage prevention alert triggered by outbound sensitive data,1,Exploit,2024-10-13 10:15:00
6293,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,ARP Spoofing,2024-10-13 10:20:00
6294,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,SSL Vulnerability,2024-10-13 10:25:00
6295,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Phishing,2024-10-13 10:30:00
6296,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Malware,2024-10-13 10:35:00
6297,Unusually high bandwidth usage detected between internal servers,1,Unauthorized Access,2024-10-13 10:40:00
6298,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,Brute Force,2024-10-13 10:45:00
6299,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,Phishing,2024-10-13 10:50:00
6300,Detected SQL injection attempt on website query /login.php,1,Malware,2024-10-13 10:55:00
6301,"Critical vulnerability found in system configuration, patch required",1,ARP Spoofing,2024-10-13 11:00:00
6302,"Critical vulnerability found in system configuration, patch required",1,SSL Vulnerability,2024-10-13 11:05:00
6303,Unusual traffic pattern detected on internal database server,1,DDoS,2024-10-13 11:10:00
6304,Unusually high bandwidth usage detected between internal servers,1,Data Exfiltration,2024-10-13 11:15:00
6305,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,Exploit,2024-10-13 11:20:00
6306,SSL certificate expired for web service hosted on 203.0.113.20,1,Insider Threat,2024-10-13 11:25:00
6307,Detected SQL injection attempt on website query /login.php,1,Worm,2024-10-13 11:30:00
6308,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,Data Exfiltration,2024-10-13 11:35:00
6309,"Spear phishing email received by employee, flagged for investigation",1,Sensitive Data Leak,2024-10-13 11:40:00
6310,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,Worm,2024-10-13 11:45:00
6311,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Ransomware,2024-10-13 11:50:00
6312,"Spear phishing email received by employee, flagged for investigation",1,Port Scanning,2024-10-13 11:55:00
6313,Worm detected spreading through internal subnet 172.16.0.0/24,0,None,2024-10-13 12:00:00
6314,"Spear phishing email received by employee, flagged for investigation",1,SQL Injection,2024-10-13 12:05:00
6315,Exploit attempt detected using outdated library version on web service,1,Reconnaissance,2024-10-13 12:10:00
6316,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Phishing,2024-10-13 12:15:00
6317,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,Worm,2024-10-13 12:20:00
6318,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,DDoS,2024-10-13 12:25:00
6319,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,SSL Vulnerability,2024-10-13 12:30:00
6320,Unusually high bandwidth usage detected between internal servers,1,Ransomware,2024-10-13 12:35:00
6321,Malicious script execution attempt detected on /admin panel,1,Exploit,2024-10-13 12:40:00
6322,Email received with suspicious attachment from unknown source,1,ARP Spoofing,2024-10-13 12:45:00
6323,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,ARP Spoofing,2024-10-13 12:50:00
6324,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Privilege Escalation,2024-10-13 12:55:00
6325,Unusually high bandwidth usage detected between internal servers,1,SSL Vulnerability,2024-10-13 13:00:00
6326,"Spear phishing email received by employee, flagged for investigation",1,Worm,2024-10-13 13:05:00
6327,Detected SQL injection attempt on website query /login.php,1,Data Exfiltration,2024-10-13 13:10:00
6328,Worm detected spreading through internal subnet 172.16.0.0/24,1,SSL Vulnerability,2024-10-13 13:15:00
6329,Unusual traffic pattern detected on internal database server,1,Brute Force,2024-10-13 13:20:00
6330,Internal user attempted to access restricted file server from port 22,1,Insider Threat,2024-10-13 13:25:00
6331,Detected SQL injection attempt on website query /login.php,1,Port Scanning,2024-10-13 13:30:00
6332,Unusually high bandwidth usage detected between internal servers,1,Unauthorized Access,2024-10-13 13:35:00
6333,Unusual traffic pattern detected on internal database server,1,DDoS,2024-10-13 13:40:00
6334,Unusually high bandwidth usage detected between internal servers,1,Sensitive Data Leak,2024-10-13 13:45:00
6335,Data leakage prevention alert triggered by outbound sensitive data,1,SSL Vulnerability,2024-10-13 13:50:00
6336,Unencrypted sensitive data transmission detected from port 25 to port 587,1,SSL Vulnerability,2024-10-13 13:55:00
6337,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Brute Force,2024-10-13 14:00:00
6338,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,Privilege Escalation,2024-10-13 14:05:00
6339,Unencrypted sensitive data transmission detected from port 25 to port 587,1,SSL Vulnerability,2024-10-13 14:10:00
6340,"Critical vulnerability found in system configuration, patch required",1,Sensitive Data Leak,2024-10-13 14:15:00
6341,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Ransomware,2024-10-13 14:20:00
6342,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,Packet Flooding,2024-10-13 14:25:00
6343,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,SQL Injection,2024-10-13 14:30:00
6344,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,Packet Flooding,2024-10-13 14:35:00
6345,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,Port Scanning,2024-10-13 14:40:00
6346,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Data Exfiltration,2024-10-13 14:45:00
6347,"Critical vulnerability found in system configuration, patch required",1,Insider Threat,2024-10-13 14:50:00
6348,Detected SQL injection attempt on website query /login.php,1,Exploit,2024-10-13 14:55:00
6349,Detected SQL injection attempt on website query /login.php,1,SSL Vulnerability,2024-10-13 15:00:00
6350,Unusually high bandwidth usage detected between internal servers,1,Malware,2024-10-13 15:05:00
6351,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Brute Force,2024-10-13 15:10:00
6352,"Critical vulnerability found in system configuration, patch required",1,Ransomware,2024-10-13 15:15:00
6353,"Critical vulnerability found in system configuration, patch required",1,Insider Threat,2024-10-13 15:20:00
6354,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,Unauthorized Access,2024-10-13 15:25:00
6355,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,Malware,2024-10-13 15:30:00
6356,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Malware,2024-10-13 15:35:00
6357,Exploit attempt detected using outdated library version on web service,1,Phishing,2024-10-13 15:40:00
6358,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Port Scanning,2024-10-13 15:45:00
6359,Detected SQL injection attempt on website query /login.php,1,Data Exfiltration,2024-10-13 15:50:00
6360,Worm detected spreading through internal subnet 172.16.0.0/24,0,None,2024-10-13 15:55:00
6361,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Port Scanning,2024-10-13 16:00:00
6362,Malicious script execution attempt detected on /admin panel,1,Worm,2024-10-13 16:05:00
6363,Malicious script execution attempt detected on /admin panel,1,Sensitive Data Leak,2024-10-13 16:10:00
6364,SSL certificate expired for web service hosted on 203.0.113.20,1,Ransomware,2024-10-13 16:15:00
6365,Detected SQL injection attempt on website query /login.php,1,Exploit,2024-10-13 16:20:00
6366,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Reconnaissance,2024-10-13 16:25:00
6367,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,Sensitive Data Leak,2024-10-13 16:30:00
6368,Detected SQL injection attempt on website query /login.php,1,DDoS,2024-10-13 16:35:00
6369,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,Insider Threat,2024-10-13 16:40:00
6370,Worm detected spreading through internal subnet 172.16.0.0/24,1,Port Scanning,2024-10-13 16:45:00
6371,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Packet Flooding,2024-10-13 16:50:00
6372,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,Exploit,2024-10-13 16:55:00
6373,Malicious script execution attempt detected on /admin panel,1,Unauthorized Access,2024-10-13 17:00:00
6374,"Spear phishing email received by employee, flagged for investigation",1,Packet Flooding,2024-10-13 17:05:00
6375,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,ARP Spoofing,2024-10-13 17:10:00
6376,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,Data Exfiltration,2024-10-13 17:15:00
6377,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Data Exfiltration,2024-10-13 17:20:00
6378,Worm detected spreading through internal subnet 172.16.0.0/24,1,ARP Spoofing,2024-10-13 17:25:00
6379,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,SSL Vulnerability,2024-10-13 17:30:00
6380,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Brute Force,2024-10-13 17:35:00
6381,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,SQL Injection,2024-10-13 17:40:00
6382,"Critical vulnerability found in system configuration, patch required",1,Port Scanning,2024-10-13 17:45:00
6383,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Malware,2024-10-13 17:50:00
6384,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,Worm,2024-10-13 17:55:00
6385,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Phishing,2024-10-13 18:00:00
6386,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,SSL Vulnerability,2024-10-13 18:05:00
6387,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Unauthorized Access,2024-10-13 18:10:00
6388,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Sensitive Data Leak,2024-10-13 18:15:00
6389,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Worm,2024-10-13 18:20:00
6390,"Critical vulnerability found in system configuration, patch required",1,ARP Spoofing,2024-10-13 18:25:00
6391,Exploit attempt detected using outdated library version on web service,1,Sensitive Data Leak,2024-10-13 18:30:00
6392,"Critical vulnerability found in system configuration, patch required",1,Brute Force,2024-10-13 18:35:00
6393,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,Phishing,2024-10-13 18:40:00
6394,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Exploit,2024-10-13 18:45:00
6395,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Reconnaissance,2024-10-13 18:50:00
6396,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,Reconnaissance,2024-10-13 18:55:00
6397,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,SSL Vulnerability,2024-10-13 19:00:00
6398,"Incoming request on port 8080, multiple failed login attempts detected",1,Data Exfiltration,2024-10-13 19:05:00
6399,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Insider Threat,2024-10-13 19:10:00
6400,"Critical vulnerability found in system configuration, patch required",1,Data Exfiltration,2024-10-13 19:15:00
6401,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,ARP Spoofing,2024-10-13 19:20:00
6402,Unauthorized privilege escalation attempt detected on 10.0.0.3,0,None,2024-10-13 19:25:00
6403,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,Ransomware,2024-10-13 19:30:00
6404,Email received with suspicious attachment from unknown source,1,SSL Vulnerability,2024-10-13 19:35:00
6405,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Port Scanning,2024-10-13 19:40:00
6406,Exploit attempt detected using outdated library version on web service,1,Worm,2024-10-13 19:45:00
6407,Internal user attempted to access restricted file server from port 22,1,Packet Flooding,2024-10-13 19:50:00
6408,"Spear phishing email received by employee, flagged for investigation",1,Unauthorized Access,2024-10-13 19:55:00
6409,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,Insider Threat,2024-10-13 20:00:00
6410,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Worm,2024-10-13 20:05:00
6411,"Incoming request on port 8080, multiple failed login attempts detected",1,SSL Vulnerability,2024-10-13 20:10:00
6412,Unusual traffic pattern detected on internal database server,1,Worm,2024-10-13 20:15:00
6413,Unusual traffic pattern detected on internal database server,1,Worm,2024-10-13 20:20:00
6414,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,Reconnaissance,2024-10-13 20:25:00
6415,Suspicious login detected at an unusual hour from 192.168.1.101,1,SQL Injection,2024-10-13 20:30:00
6416,Unusually high bandwidth usage detected between internal servers,1,Privilege Escalation,2024-10-13 20:35:00
6417,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Insider Threat,2024-10-13 20:40:00
6418,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,Ransomware,2024-10-13 20:45:00
6419,Malicious script execution attempt detected on /admin panel,1,Port Scanning,2024-10-13 20:50:00
6420,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Packet Flooding,2024-10-13 20:55:00
6421,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Ransomware,2024-10-13 21:00:00
6422,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Phishing,2024-10-13 21:05:00
6423,"Incoming request on port 8080, multiple failed login attempts detected",1,Worm,2024-10-13 21:10:00
